,,,,
1,reviewer_hash,project_hash,commit,project_url
,,,,
2,e257e9a9a0635bb0eab3f87d088927787d2d742a,90a9ac09d491b5e54bf6399d1702dbe6096123dc,08cec3c,https://github.com/guoliveira/data-engineer-zoomcamp-project/blob/main/README.md
3,e257e9a9a0635bb0eab3f87d088927787d2d742a,b855836c82a80993c97e1f894b3a54b5a8a04391,2387cbe,https://github.com/jhcipar/NFL-data-project
4,e257e9a9a0635bb0eab3f87d088927787d2d742a,60fa2ea23de37452a341459c2e33f40cbdb8422f,00071f1,https://github.com/fklein21/data-engineering-zoomcamp-my-code
5,35cdbacb96f436f14cb18bb89c51a956070cb0a0,1f54e7d1fb600235def629f73b89b41e871e0342,2fec27c,https://github.com/LoHertel/diplomats-in-germany
6,35cdbacb96f436f14cb18bb89c51a956070cb0a0,7721ab08fd817612d744087846eff9fdbdaccc83,0418bcb,https://github.com/ara-25/nyc_crimes_de
7,35cdbacb96f436f14cb18bb89c51a956070cb0a0,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,8863166,https://github.com/Patoo84/Project-data-eng
8,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,d81d53c676fc5b6e0e9cc1f2d89fa70734acc2f5,3d7c512,https://github.com/RdEl00/Data-Engineering/tree/master/GitHub%20events%20Project
9,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,dc95eb9ead7fca6702694721d58c3b77bacf527f,8f84498a74685a3e1635834e6a5e7b0f394b156b,https://gitlab.com/marukun/line-webtoon-insight
10,64bf2fe8dfa19d1eae1ea225515ac50ddf369a08,a4c7bc7ca4c1acf0e159a1ad89d2c7bf884624e1,f549602,https://github.com/sebastian2296/stackoverflow-DE-project
11,dc95eb9ead7fca6702694721d58c3b77bacf527f,60fa2ea23de37452a341459c2e33f40cbdb8422f,00071f1,https://github.com/fklein21/data-engineering-zoomcamp-my-code
12,dc95eb9ead7fca6702694721d58c3b77bacf527f,119601add69e46760a528be013c3ece06028594e,b53bb0a,https://github.com/technomonah/CSSE_data_de
13,dc95eb9ead7fca6702694721d58c3b77bacf527f,101ceeef18a1653a73d445b68d2c4405f63ebbdf,c93d3b2,https://github.com/IliaSinev/train-delays-analytics
14,90a9ac09d491b5e54bf6399d1702dbe6096123dc,be9f3d176ac753b4a060bdd8f80cb717521dad9d,0859de8,https://github.com/HoracioSoldman/batch-processing-on-aws
15,90a9ac09d491b5e54bf6399d1702dbe6096123dc,4346ef36377516e5fdff7c1fa545d754e010c8da,93516a4,https://github.com/AmeyKokane/DTC_Capstone_Project
16,90a9ac09d491b5e54bf6399d1702dbe6096123dc,2476507a461629eaa29e9223ce025ed0a9149cff,02fdd73,https://github.com/krisnej/DataTalksClub_DE_Course_BikeDataProject
17,a5e4234aefd14c117833e0d3e665c5186a91ef9a,dc95eb9ead7fca6702694721d58c3b77bacf527f,8f84498a74685a3e1635834e6a5e7b0f394b156b,https://gitlab.com/marukun/line-webtoon-insight
18,a5e4234aefd14c117833e0d3e665c5186a91ef9a,d061c442c2c62ff30006c591687a6395e67aafde,0e7398a,git@github.com:ungsur/citibike-DEZ.git
19,a5e4234aefd14c117833e0d3e665c5186a91ef9a,e257e9a9a0635bb0eab3f87d088927787d2d742a,aa3e369,https://github.com/mhatout/tweets_pipeline
20,d621cf97fd6eb2bd04cb3c0bad0ad83b4e971e35,119601add69e46760a528be013c3ece06028594e,b53bb0a,https://github.com/technomonah/CSSE_data_de
21,d621cf97fd6eb2bd04cb3c0bad0ad83b4e971e35,a4c7bc7ca4c1acf0e159a1ad89d2c7bf884624e1,f549602,https://github.com/sebastian2296/stackoverflow-DE-project
22,d621cf97fd6eb2bd04cb3c0bad0ad83b4e971e35,a2aec25beb5a80a6d4446592115c72ae6cffbc02,d913720,https://github.com/TimBeckerAachen/de-project-airpollution
23,2476507a461629eaa29e9223ce025ed0a9149cff,e257e9a9a0635bb0eab3f87d088927787d2d742a,aa3e369,https://github.com/mhatout/tweets_pipeline
24,2476507a461629eaa29e9223ce025ed0a9149cff,c766ed217cca757b283d946acdd3c8ce29c1eccc,067fb33904f5552ad374ddb398daccb175310487,https://github.com/alvinndo/project_de-zoomcamp
25,2476507a461629eaa29e9223ce025ed0a9149cff,48584f5d18d14fdc93e52f4d1a3eae6d44b1a533,893e59e,https://github.com/zacharyt-cs/de_r-stocks
26,846e533d932602dac140b6f253f767bc725670f2,48584f5d18d14fdc93e52f4d1a3eae6d44b1a533,893e59e,https://github.com/zacharyt-cs/de_r-stocks
27,846e533d932602dac140b6f253f767bc725670f2,1f54e7d1fb600235def629f73b89b41e871e0342,2fec27c,https://github.com/LoHertel/diplomats-in-germany
28,846e533d932602dac140b6f253f767bc725670f2,a5e4234aefd14c117833e0d3e665c5186a91ef9a,953e2f2,https://github.com/Leo200467/data-engineering-project
29,d81d53c676fc5b6e0e9cc1f2d89fa70734acc2f5,a4c7bc7ca4c1acf0e159a1ad89d2c7bf884624e1,f549602,https://github.com/sebastian2296/stackoverflow-DE-project
30,d81d53c676fc5b6e0e9cc1f2d89fa70734acc2f5,e257e9a9a0635bb0eab3f87d088927787d2d742a,aa3e369,https://github.com/mhatout/tweets_pipeline
