project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/rebekamukherjee/citibike-data-pipeline,Biking Data Insights,Batch,"Uses Mage workflow orchestrator to process historical trip data in periodic ETL jobs, with data partitioned by date and no real-time/streaming components like Kafka or Flink.",GCP
https://github.com/RoshchinM/de_zoomcamp_2024_UCL_2016-2022,Champion Insights Dashboard,Batch,"Uses Mage as a workflow orchestrator to run scheduled ETL jobs that extract data from an Excel file, export it to cloud storage, and load it into BigQuery for dbt transformations. No real-time streaming components (Kafka, Flink, etc.) are present.",GCP
https://github.com/chrisdamba/patent-analytics-pipeline,Patent Insight Analytics,Batch,batch,AWS
https://github.com/Abubakrmali2/DE-Movies-Project,Movie Insights Pipeline,Batch,batch,GCP
https://github.com/muhilhamfajar/youtube-analysis-de-zoomcamp,Insightful YouTube Analytics,Batch,batch,GCP
https://github.com/demapumpum/flight-analytics,NAIA Flight Metrics,Batch,batch,GCP
https://github.com/nyan222/roman_empire_zoomcamp,Roman Empire Sentiment Analysis,Batch,batch,GCP
https://github.com/rafaelcuperman/de-zoomcamp-project,Mental Health Dashboard Pipeline,Batch,"Pipeline uses Mage for scheduled workflow orchestration to extract, load, and transform data via dbt, with no real-time or streaming components.",GCP
https://github.com/stellalo/Data-Engineering-Capstone-KEGG-dataset-,Fungal Genomics Analysis,Batch,batch,GCP
https://github.com/BrightOsas/Youtube-data-pipeline,Insights from YouTube Data,Batch,batch,AWS
https://github.com/duythvn/duythzoomcampcapstone,Support Ticket Insights,Batch,batch,AWS
https://github.com/GBlanch/Data-Eng-Zoomcamp-capstone/tree/main,Sleeping Disorder Professions,Batch,batch,GCP
https://github.com/zy969/film-genre-insights,Film Genre Dashboard Insights,Batch,batch,GCP
https://github.com/ppatrzyk/wiki-events,Wikipedia Analytics Dashboard,Unknown,LLM returned no response,Unknown
https://github.com/CALewis1955/Philly-Crime-Incidents,Philadelphia Crime Analysis Dashboard,Batch,batch,GCP
https://github.com/PathornKiti/project-dezoomcamp2024,Bangkok Airbnb Dashboard,Batch,spark,GCP
https://github.com/2000aliali/End-End-data-engineering-Project-streaming-from-random-users-API-to-cassandera,Data Pipeline Automation,Streaming,stream,Unknown
https://github.com/gdumie01/dezc2024-proj-exoplanets,Exoplanet Dashboard Pipeline,Batch,batch,GCP
https://github.com/caspercrause/Police-Incident-Reports/tree/master,Crime Insight SF,Batch,"Uses cron for scheduled periodic execution of Python scripts to extract data from an API and load it to storage, with no real-time streaming components.",GCP
https://github.com/FiddlerBB/de_zoomcamp/tree/main/project,Vietnam's Air Quality,Batch,"Uses Mage orchestrator to run scheduled daily ETL jobs that pull API data, store it in GCS, and load it into BigQuery for dbt transformations. No message brokers or real-time processing components are present.",GCP
https://github.com/Khorjle92/DZC_Project,Global Suicide Analysis Dashboard,Batch,"Uses Mage as a workflow orchestrator to run ETL pipelines (CSV to Parquet to GCS to BigQuery) and dbt for batch data transformations, with no real-time or streaming components.",GCP
https://github.com/el-grudge/money-diaries,Spending Insights Dashboard,Streaming,streaming,GCP
https://github.com/Tunde338/zoomcamp/tree/zoomcamp,Based on the limited information provided,Unknown,"Only a minimal README.md is provided with no code, configuration files, DAGs, or pipeline definitions to determine batch or streaming architecture.",Unknown
https://github.com/samsoberanis/mental_health_data_engineering_project,Insights Dashboard: Mental,Streaming,real-time,Azure
https://github.com/iharmcd/dezoomcamp_FinalProject/,FBI Search Trends Analysis,Batch,"The project uses the Mage orchestrator to run scheduled daily ETL jobs that periodically pull data from an external API, transform it, and load it into a data warehouse, with no real-time or streaming components present.",GCP
https://github.com/sarah-zhan/data_pipeline_amazon_products,Amazon Data Visualization,Batch,spark,AWS
https://github.com/10Kang/DE_Zoomcamp2024_ZY/tree/main/project_1_coffee_shop,ZUS Coffee Sales Dashboard,Batch,batch,GCP
https://github.com/murkenson/movies_tv_shows_data_pipeline,Streaming Service Analysis,Streaming,streaming,GCP
https://github.com/l0ggik/de-zoomcamp-2024-weather-pipeline,Cloud Weather Visualization,Batch,batch,GCP
https://github.com/subrockmann/farm-screener,Swiss Farm Map,Batch,"Uses Mage for data collection, parsing, and transformation into Parquet files before loading into GCS and BigQuery, indicating a scheduled/triggered ETL pipeline rather than continuous real-time processing.",GCP
https://github.com/quezon/data-pipeline-OpenFoodFacts,Nutrition Data Dashboard,Batch,"Uses Prefect Cloud for workflow orchestration and Dataform for SQL transformations, indicating scheduled/periodic ETL jobs rather than real-time streaming.",GCP
https://github.com/gutfalla/Real-state-prices-UK,Real Estate Price Analysis,Batch,"Uses Mage for orchestration with monthly scheduled triggers to extract, transform, and load data, indicating a periodic batch ETL workflow with no real-time or streaming components.",GCP
https://github.com/CusiTEC/Project-Course-Data-Engineering-,Data Pipeline Creation,Batch,"The project uses Mage to orchestrate scheduled ETL jobs for data ingestion into GCS, followed by batch transformations via PySpark notebooks in Databricks, and final loading into BigQuery. There are no message brokers, real-time consumers, or streaming frameworks mentioned.",GCP
https://github.com/Metwaa/youtube_channels,Global YouTube Insights,Batch,"The project uses Mage as a workflow orchestrator and dbt for scheduled data transformations, processing data in periodic ETL jobs from a static CSV source to cloud storage and a data warehouse without any real-time streaming components.",GCP
https://github.com/NotYetBenGan/base/blob/main/DEZoomCamp/MyProject/README.md,Unknown,Error,Error,Error
https://github.com/Wilson2214/air-quality-analysis/tree/main,Transit Air Quality Analysis,Batch,batch,GCP
https://github.com/hsviscarra/RealEstateAnalysis.git,Connecticut Real Estate Analysis,Batch,batch,GCP
https://github.com/lddurbin/data-eng-project,Data Pipeline Mastery,Unknown,LLM returned no response,Unknown
https://github.com/nnphuyen563/Crop-Production-Pipeline-Project,Crop Insights Dashboard,Batch,"Uses Mage orchestrator to run scheduled ETL jobs, dbt for transformations, and loads data to BigQuery warehouse",GCP
https://github.com/psousasa/my-street-analytics,Mobile App Data Pipeline,Batch,batch,GCP
https://github.com/FaisalQ07/de-reddit-reports,Reddit Metrics Dashboard,Batch,spark,GCP
https://github.com/mik19821/dezoomcamp2024-project,Polish Wildlife Visualization,Batch,"Uses Mage AI to orchestrate discrete ETL pipelines (load CSV, transform, export to PostgreSQL/Parquet) with no real-time or streaming frameworks present.",GCP
https://github.com/jeanpaulrd1/de-zc-final-project,FIFA World Cup Analysis,Batch,"Uses Mage AI as a workflow orchestrator to run ETL jobs that pull data from an API, stage it in cloud storage, transform it, and load it into a data warehouse. No real-time streaming components (Kafka, Flink, etc.) are present.",GCP
https://github.com/JChz6/DE-ZCamp-Project,Peruvian Property Sales Dataset,Batch,batch,GCP
https://github.com/kbc10/arl-parks-reservations,Arlington Reservation Dashboard,Batch,batch,GCP
https://github.com/kiramishima/crimes_in_mexico_city_analysis,Mexico City Crime Analysis,Batch,"Uses Mage AI for workflow orchestration and dbt for data transformations, indicating scheduled, periodic ETL/ELT jobs. No streaming frameworks or message brokers are present.",GCP
https://github.com/KevinPericart/Data-engineering-Project,Cloud Data Pipeline,Streaming,kafka,GCP
https://github.com/endiesworld/zoomcamp_de_project,Cycling Insights 2022,Batch,batch,GCP
https://github.com/kiliantscherny/Fun-With-LEGO-data,LEGO Data Dashboard,Batch,batch,GCP
https://github.com/TerryLiu207/DE-homework/tree/Project,Please provide me with the topic,Unknown,"No code, configuration files, DAGs, or pipeline definitions were provided to determine the data processing architecture.",Unknown
https://github.com/davidvanegas2/StreamSoft-Real-Time-Market-Analysis,Stock Analytics Platform,Batch,batch,AWS
https://github.com/Siddha911/Citibike-data-project,Citibike Usage Analysis,Unknown,LLM returned no response,Unknown
https://github.com/sl2902/retail_data_pipeline,E-commerce Data Pipeline,Batch,spark,GCP
https://github.com/tylerlian/airbnb_etl_pipeline/tree/main,Optimal Airbnb Locations,Batch,spark,GCP
https://github.com/andrewng88/de_zoomcamp/tree/main/project,Cloud Data Pipeline,Batch,batch,GCP
https://github.com/ranga4all1/de-retail-sales,Montgomery County Data Pipeline,Batch,batch,GCP
https://github.com/Ashraf1395/customer_retention_analytics,Churn Analysis Optimization,Batch,batch,GCP
https://github.com/HangenYuu/zoomcamp-final-project,NYT Best Sellers Dashboard,Batch,batch,GCP
https://github.com/TasneemAhmed/jobs-salary-in-data-field/tree/master,Data Salary Insights,Batch,"Uses Mage orchestrator for a scheduled ETL workflow that reads CSV data, transforms it via PySpark on Dataproc, and loads it to BigQuery for SQL aggregations, representing a classic batch processing pipeline.",GCP
