project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/Acsod/ML_Zoomcamp/tree/main/Midterm%20project,Drug Test Identification,Unknown,Unknown,Unknown
https://github.com/olgazju/ml_camp_2023/blob/main/midterm_project/README.md,Unknown,Unknown,Unknown,Unknown
https://github.com/ignacio-mrtz/ml-zoomcamp/tree/main/zoomcamp_midterm_project,Advertising Sales Prediction,Web Service,flask,AWS
https://github.com/zenbakle/Student-dropout,Predicting Student Dropouts,Web Service,flask,Unknown
https://github.com/rodolfojmatos/ML_zoomcamp_mid_term/tree/main,Income Classification Deployment,Web Service,flask,Unknown
https://github.com/naveeda11/machine-learning-zoomcamp/tree/master/cohorts/2023/midterm_project,Hotel Cancellation Prediction,Web Service,fastapi,GCP
https://github.com/bergimax/Market-ticker-prediction,Market Ticker Prediction,Web Service,flask,GCP
https://github.com/hazerr/mlzoomcamp/tree/main/midtermproject,Unknown,Unknown,Unknown,Unknown
https://github.com/felpscunha/german-credit-risk,Credit Risk Analysis,Web Service,web service,Unknown
https://github.com/ValeryKarnevich/pistachio-binary-classification.git,Pistachio Type Classification,Web Service,flask,Unknown
https://github.com/passat05/Retail-data-analysis,Sales Forecasting Solution,Unknown,Unknown,Unknown
https://github.com/sanchis135/MLZoomcamp2023/tree/main/Midterm_project,Breast Cancer Diagnosis Prediction,Unknown,Unknown,Unknown
https://github.com/Chalermdej-l/Flight_Prediction_Project,Flight Duration Prediction,Streaming,real-time,Azure
https://github.com/myaeisan77/mid_term_project_mlzoomcamp.git,Wine Quality Prediction,Unknown,Unknown,Unknown
https://github.com/g-verikios/Lead-Scoring,Lead Prediction Service,Web Service,flask,Unknown
https://github.com/Tadwork/MLZoomCampSolutions/tree/main/midterm,Amazon Price Prediction,Web Service,flask,AWS
https://github.com/AudryBarimbane/mlzoomcamp_mid_term,Loan Eligibility Prediction,Unknown,Unknown,Unknown
https://github.com/16danielvm/MLZoomCamp/tree/master/Midterm_Project,StressDetect: Sleep,Unknown,Unknown,Unknown
https://github.com/wongcheefah/mlzoomcamp_midterm,Diabetes Prediction Model,Unknown,Unknown,Unknown
https://github.com/athularr/MLZC_Midterm_Project.git,Engine Health Analysis,Web Service,flask,Unknown
https://github.com/Hokfu/Energy-Consumption-Model,Energy Consumption Prediction,Web Service,flask,Unknown
https://github.com/danilson33/ml-zoomcamp-midterm-project,Sport Car Price Prediction,Unknown,Unknown,Unknown
