project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/Ju-an/U073U5KPQDT-MLOps-WeldSpot,Welding Defect Detection System,"Batch, Web Service",The project uses Prefect 2 for workflow orchestration (batch processing) and includes a Flask-based modeling service with Docker containerization for web service deployment. The modeling service exposes APIs and uses TensorBoard for monitoring.,Other
https://github.com/victornemenike/fuel-price-prediction-mlops,LSTM Fuel Price Model,Web Service,"The project serves ML predictions via a Flask API (predict.py) and includes a Dockerfile exposing port 9696 for the web service. The main entrypoint is ""gunicorn --bind=0.0.0.0:9696 predict:app"" which is a web service deployment pattern.",Unknown
https://github.com/divakaivan/insurance-fraud-mlops-pipeline/,Fraud Detection MLOps System,"Batch, Web Service","The repository contains Prefect flows for batch processing (data upload, preprocessing, model training, batch predictions) and FastAPI for web service deployment. The batch flows are orchestrated using Prefect Cloud, while FastAPI provides a web service interface.",GCP
https://github.com/Dakini/MLops_project,Real-Time Diabetes Monitoring System,Streaming,The project uses AWS Kinesis streams for real-time data processing and a Lambda function to continuously process streaming data from input to output streams. The infrastructure includes Kinesis modules and Lambda functions designed for streaming inference.,AWS
https://github.com/SergeiOssokine/droughtwatch_capstone,Kenya Drought Detection Pipeline,Batch,"The repository contains a comprehensive batch processing pipeline using Apache Airflow for training orchestration and AWS Step Functions/Lambda for batch inference. Key evidence includes: 1) Airflow Docker setup with DAGs for training workflows, 2) AWS Step Functions/Lambda-based batch inference pipeline, 3) Scheduled data processing jobs, 4) Training infrastructure setup with workflow orchestrators, 5) Batch inference pipeline that processes data uploaded to S3. The project is designed for periodic batch processing rather than real-time streaming or web service serving.",AWS
https://github.com/chrisdamba/talent-flow-predictor,LinkedIn Job Market Analytics,Batch,"The repository contains a Mage AI pipeline (talent_flow_predictor_pipeline.py) that orchestrates ETL jobs including data loading, model training, prediction generation, and saving results. The pipeline is designed to run as scheduled/batch jobs using Mage's workflow orchestration capabilities, not as a web service API or streaming system.",AWS
https://github.com/aturevich/zoomcamp_mlops_project,Earthquake Prediction System,"Batch, Web Service","The project uses Prefect for workflow orchestration (data preparation, model training, monitoring) which is a batch processing pattern. It also serves ML models via FastAPI endpoint and Streamlit dashboard for ML inference, which is a web service pattern.",Other
https://github.com/TheDataDudeDE/hate_speech_detector,Hate Speech Detection System,"Batch, Web Service","The repository contains Mage workflows for batch ETL/ML pipeline orchestration (Dockerfile.mage, Mage configuration) and multiple web service components: FastAPI for model serving (Dockerfile.flask), Gradio for UI (Dockerfile.gradio), and MLflow tracking server. These are orchestrated together via docker-compose.yml.",Azure
https://github.com/TimovNiedek/genre-classifier-msd,Million Song Genre Classifier,Batch,"The repository uses Prefect as a workflow orchestrator to run scheduled ETL jobs for data ingestion, preprocessing, model training, and inference. The flows are defined as Prefect workflows that run periodically rather than as web services or streaming applications.",AWS
https://github.com/darasiemi/mental_health_mlops_project,Real-Time Stress Prediction Pipeline,"Batch, Streaming, Web Service","The repository contains three distinct deployment modes: Batch processing (using Mage orchestrator for scheduled ETL jobs), Web Service (Flask API for model serving), and Streaming (Kinesis-based real-time processing with Lambda functions).",AWS
https://github.com/edumunozsala/online-gaming-mlops-project,AWS Gaming Data Integration,Batch,"The repository uses Mage AI for orchestrating ETL/ELT pipelines with scheduled workflows. The Dockerfile and docker-compose.yml show Mage AI setup for running batch data pipelines, not real-time streaming or web service deployment. The README shows a batch ML pipeline workflow with scheduled training, inference, and model updates.",AWS
