project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/Alvaro-Kothe/MLOps-Zoomcamp-Project,Mushroom Prediction,Web Service,fastapi,AWS
https://github.com/abdala9512/mlops-zoomcamp-project-2023,Churn Prediction Solution,Batch,batch,AWS
https://github.com/rishikeshF/old_car_price_prediction_mlops,Car Price Prediction,Web Service,flask,Unknown
https://github.com/GattigorlaShivani/MLOPS_ZOOMCAMP.git,Unknown,Unknown,Unknown,Unknown
https://github.com/Mani1213/MLOps_Zoomcamp.git,ML Deployment Mastery,Unknown,Unknown,Unknown
https://github.com/Blaqadonis/human_action_recognition_app,Human Activity Classification,Batch,batch,Azure
https://github.com/jblanco89/MLOps_zoomcamp_course,Stock Price Forecasting,Batch,batch,GCP
https://github.com/yshen92/mlops-capstone-project,Automated Email Spam Prediction,Batch,batch,AWS
https://github.com/rehamessameltagoury/Loan-Approval-Prediction/,Loan Approval Prediction,Unknown,Unknown,Unknown
https://github.com/Elsayed91/taxi-data-pipeline,Data Pipeline Automation,Batch,batch,GCP
https://github.com/KonuTech/mlops-zoomcamp-project,Used Car Price Prediction,Batch,batch,GCP
https://github.com/Shubh18s/mlops-zoomcamp-2023-project,NYC Citibike,Batch,batch,GCP
https://github.com/benitomartin/mlops-car-prices,Auto Price Prediction,Web Service,flask,AWS
https://github.com/HCA97/LOL-Match-Outcome,Winning Team Prediction,Unknown,Unknown,GCP
https://github.com/EugenePog/car-price-evaluation,Car Value Calculator,Unknown,Unknown,Unknown
https://github.com/sheperd007/MLOps-Zoomcamp-Course/tree/main/07-projects/1,CT-based COVID Prediction,Web Service,fastapi,Unknown
https://github.com/albwrekt/mlops_zoomcamp_final_project/tree/main,Unknown,Unknown,Unknown,Unknown
https://github.com/JlnLNT/mlops-project,SE France Energy Prediction,Unknown,Unknown,AWS
https://github.com/yegireddihemanth/MLOpps-Zoomcamp.git,Modern MLOps Techniques,Unknown,Unknown,Unknown
https://github.com/carrionalfredo/Pistachio-Classifier,Pistachio Type Identifier,Web Service,flask,AWS
https://github.com/edcalderin/student-dropout-prediction-mlops,Dropout Risk Prediction,Streaming,stream,AWS
https://github.com/mosesdaudu001/project-mlops-zoomcamp,Air Pollution Forecasting,Unknown,Unknown,AWS
https://github.com/martinnnuez/Energy_Efficiency,Building Heat Predictions,Web Service,web service,Unknown
https://github.com/venky-lucky/MLOPS_ZoomCamp/tree/main/git_project,Unknown,Unknown,Unknown,Unknown
https://github.com/samlafell/mlops_zoomcamp_sam/tree/master/07-project,Wine Label Prediction,Web Service,flask,AWS
https://github.com/fandemisterling100/mlops-final-project,Money Laundering Prediction,Web Service,flask,AWS
https://github.com/ioannismesionis/mlops-zoomcamp-assignment,Car Price Prediction,Unknown,Unknown,Unknown
https://github.com/iamzeynepcetin/mlops_project,Diabetes Prediction Pipeline,Web Service,flask,AWS
https://github.com/bsenst/mlops/tree/main/experiments/health-pipeline,Cardiac Screening Challenges,Batch,batch,AWS
https://github.com/BuzzKanga/Project-XGBoost-MLOps,Churn Prediction with X,Unknown,Unknown,AWS
https://github.com/Tobi-Ade/mlops_customer_churn_prediction,Churn Prediction Automation,Web Service,flask,Unknown
https://github.com/RoberVega/Showcase,Virtual Environment Creation,Web Service,flask,Unknown
https://github.com/Irf4n-Muhammad/MLOPS-Project-Youtube-Trending/blob/main/README.md,Unknown,Web Service,flask,AWS
https://github.com/kawczy83/2023_MLOps_Final_Project/,Creditworthiness Prediction,Web Service,flask,AWS
https://github.com/chintalapudipraneeth/MlOpsZoomCamp/tree/main,Unknown,Unknown,Unknown,Unknown
https://github.com/amine-akrout/mlops-zoomcamp-capstone,Credit Default Prediction AI,Web Service,fastapi,Unknown
https://github.com/Data-Think-2021/mlops-final-project/tree/main,Unknown,Batch,batch,AWS
https://github.com/ayeffkay/mlops_zoomcamp_project/tree/develop,Unknown,Batch,batch,Unknown
https://github.com/suri976/ML_OPS_ZOOM_CAMP/tree/main,Unknown,Unknown,Unknown,Unknown
https://github.com/sebastiancontz/ml-ops-zoomcamp-project,Unit Price Prediction,Batch,batch,AWS
https://github.com/bkraffa/mlopszoomcampproject,Chicago Bike Trip Prediction,Web Service,flask,AWS
https://github.com/antihaddock/mlops_camp_project,Length of Stay Prediction,Web Service,flask,AWS
https://github.com/seacevedo/Splatoon_Battle_Prediction,Predicting Splatoon Winners,Unknown,Unknown,GCP
https://github.com/skipper-com/dtc_mlops_course_project,NYC Airbnb Prediction,Batch,batch,AWS
https://github.com/Sebasfac/MLOPS_zoomcamp_project/tree/main,Unknown,Unknown,Unknown,Unknown
https://github.com/MANOJ21K/MLOPs.git,NYC Taxi MLO,Unknown,Unknown,Unknown
https://github.com/Bcopeland64/Zoomcamp-Notebooks/tree/main,Unknown,Unknown,Unknown,AWS
https://github.com/qCircuit/zoomcamp_project,Bitcoin Price Prediction,Web Service,flask,Unknown
https://github.com/weslleyalmeid/credit_risk_mlops/tree/main,Unknown,Batch,batch,AWS
https://github.com/suparshukov/escooters-demand-mlops,Chicago Scooter Forecasting,Web Service,web service,AWS
https://github.com/mussiehaile/Bank-Churn-end-to-end.git,Bank Churn Prediction,Web Service,fastapi,Unknown
https://github.com/Joseun/lightsonheights,News Verifier AI,Unknown,Unknown,Unknown
https://github.com/rehamessameltagoury/Loan-Approval-Prediction,Loan Prediction AI,Unknown,Unknown,Unknown
https://github.com/Nelsonlin0321/ml-bst-movielens1m-recommender-serving,MovieMatch AI,Web Service,fastapi,AWS
https://github.com/khushal2911/mlops-zoomcamp/tree/main/07-project,Unknown,Unknown,Unknown,Unknown
