project_url,project_title
https://github.com/GermanoC0/course-ml-zoomcamp/tree/main/3rdProject,Garbage Classification AI
https://github.com/sleepypioneer/coffee-leaf-rust-predictor,Rust Prediction AI
https://github.com/snikhil17/Customer_Shopping_Intention,Customer Purchase Prediction
https://github.com/RickyMcMaster/pub_portfolio/tree/main/mlz/11-final-project,House Price Prediction
https://GitHub.com/CMH-DS4A/ml_zoomcamp/tree/main/final_project,Wine Quality Prediction
https://github.com/ashok-arora/heart-attack-predictor,Heart Attack Prediction
https://github.com/anuj0721/mba_placement_prediction,Placement Predictions Made Easy
https://github.com/carlos9917/ml_project2,Greenland Wind Forecast
https://github.com/mikeonak/bankruptcy,Polish Company Bankruptcy
https://github.com/Arvind644/water-quality-prediction-project,Safe Water Prediction
https://github.com/MSadriAghdam/Uber_Fare_Pricing,Uber Fare Prediction
https://github.com/kallelay/MLZoomCampThirdProject,Automated Machine Failure Prediction
https://github.com/MMdeCastro/ml-zoomcamp/tree/main/S14_Third_Project,Heart Risk Prediction
https://github.com/robmoore/zoomcamp-ts-project,Stock Prediction Accuracy
https://github.com/sergelawson/MLZOOMCAMPP,Unknown
https://github.com/bizancio3/ml-zoomcamp/tree/main/12-capstone-project,Real-time Fire Alerts
https://github.com/kristiaan67/ml-zoomcamp/tree/master/capstone-project,Pet Sound Classification
https://github.com/robmoore/zoomcamp-capstone-project,Ames House Price Prediction
https://github.com/xettrisomeman/capstoneproject,Deposit Subscription Prediction
https://github.com/dataminding/ml-zoomcamp/tree/main/capstone-project,Job Posting Classification
https://github.com/valeriich/capstone-project,Tomato Cultivar Classification
https://github.com/hamedkharazmi/MLProject-Bank-Marketing-System,Deposit Subscription Prediction
https://github.com/madityarafip/My-Machine-Learning/tree/main/ML-Zoomcamp/Capstone-Project-Week-12,Rain Prediction in Australia
https://github.com/shaolang/ml-zoomcamp/tree/main/capstone-project,Facial Expression Classification
https://github.com/amruta95/MLZoomCamp_Capstone_Project,Heart Mortality Prediction
https://github.com/jaindamini1111/ML-DT-Course-Files/tree/main/Capstone%20Project,Firewall Web Prediction
https://github.com/arpitchittora/arpit-ml-zzomcamp-v2/tree/master/capstone-project,Food Image Recipe App
https://github.com/gialkady/Capstone-Project,Food Image Restaurant Finder
https://github.com/Arvind644/Capstone-project,House Price Prediction
https://github.com/NielKemp/mlzoomcamp/tree/main/capstone,Unknown
https://github.com/milliewhite/ML-Zoomcamp-Project2,Diabetes Prediction Model
https://github.com/ne1r0n/ml-zoomcamp-capstone-project,Ames Home Price Prediction
https://github.com/sayalaruano/CapstoneProject-MLZoomCamp,AMP Activity Prediction
https://github.com/kallelay/MLZoomCampCapstoneProject,Price Prediction Algorithm
https://github.com/sekar-p/ml_course/tree/main/Capstone_Project,Predicting Laptop Prices
https://github.com/KursadE/zoomcamp-HW10,Animal Classification System
https://github.com/YasharDS/AI-Safety-Officer-DNN-Helmet-Detector,Unknown
https://github.com/HSubbu/flower_classification_project.git,Flower Classification AI
https://github.com/Twixii99/Movie-Review-Dataset/tree/main,Unknown
https://github.com/SVizor42/ML_Zoomcamp/tree/master/Projects/Car_parking_slots_detection,Smart Parking Prediction
https://gitlab.com/hda-at/ml_zoomcamp_capstone,Unknown
https://github.com/aniketsharma00411/employee_future_prediction,Employee Churn Prediction
https://github.com/imam-db/ML-ZoomCamp/tree/master/Capstone,Edibility Prediction Model
https://github.com/CemKeskin84/ML-Zoomcamp/tree/main/capstone_project,Mask Detector AI
https://github.com/woodwardmw/Ratings-predictor,Review Score Prediction
https://github.com/rohan-dhanraj/MiceProteinExpression,Protein Discrimination Analysis
https://github.com/geoffrey-eisenbarth/ml-course/tree/master/hw/capstone,Video Game Rating Prediction
https://github.com/ziritrion/ml-zoomcamp/tree/main/12_project,36 Class Fruit Classification
https://github.com/ivanovdn/ML-Zoomcamp/tree/main/Capstone_Project,Diabetes Risk Prediction
https://github.com/Phunbie/Caps,Cassava Disease Classification
https://github.com/aenoboa1/ML_Zoomcamp-Capstone-Project,Automated Fruit Classification
https://github.com/MokretsovD/zoomcamp-home-works/tree/main/capstone-project-12,Infected Cell Prediction
https://github.com/oussou-dev/ML_Engineer_ZoomCamp/tree/main/12_capstone-project,Sales Forecasting System
https://github.com/TimBeckerAachen/zoomcap/tree/main/capstone_project,Flower Classification AI
https://github.com/ksomf/workbook/tree/main/alexeygrigorev_zoomcamp/capstone_project,Unknown
https://github.com/cjj1120/Weather_Image_Classification-Capstone_Project,Efficient Weather Classification
https://github.com/hamedonline/news-topicker,News Categorization with
https://github.com/sukritishuk/ML_ZoomCamp_Capstone_Project,Vehicle Injury Prediction
https://github.com/Purity-E/ML_zoomcamp/tree/main/Capstone_Project,Tech Mental Health Prediction
https://github.com/dcortinez93/ML-zoomcamp/tree/main/ML%20Zoomcamp%20-%20Capstone%20Project,Cardio Prediction AI
https://github.com/banypakha/ml_zoomcamp/tree/main/capstone_project,Tire Crack Classification
https://github.com/BountyHunter1999/Machine-Learning-Zoom-Camp/tree/main/Homeworks/Capstone%20Project%202,Unified Heart Dataset Analysis
https://github.com/jazwilson/workbook/tree/main/mlzoomcamp/capstone_project,Unknown
https://github.com/lkirch/ml-zoomcamp/tree/main/ml-zoomcamp-final,Fire Prediction Models
https://github.com/ZachJon1/capstone_project,Concrete Crack Detector
https://github.com/ayoub-berdeddouch/capstone-mlzoomcamp,Movie Sentiment Analysis
https://github.com/nindate/mlzoomcamp-capstone-project,London Bike Share Prediction
https://github.com/nobitayon/project-capstone-zoomcamp,Glasses Detector Models
https://github.com/ceccode/traffic-sign-classification,Traffic Sign Classification
https://github.com/ada-nai/loan-default/tree/master,Unknown
https://github.com/HadiNakhi/MLProject_01.git,Zoomcamp ML Midterm
https://github.com/kwangyy/capstone-project,Deposit Subscription Prediction
https://github.com/yusyel/ML-bookcamp-capstone,CO2 Emission Prediction
https://github.com/rparthas/data/tree/master/zoomcamp/finalterm,Loan Default Prediction
https://github.com/DZorikhin/co2_emissions,CO2 Predictive Model
https://github.com/LeilaRanjbar82/LeilaRanjbar82,"Understood, please provide a"
https://github.com/asarzina/mlzoomcamp-capstone-project,Traffic Sign Classification System
https://github.com/AliAmini7/ml-zoom/tree/main/project%202,Bank Deposit Prediction
https://github.com/Valkea/ML_Facial_Expression_Recognition,Expression Classification Model
https://github.com/roberttflash/ml-zoomcamp/tree/main/CAPSTONE_PROJECT_20211211,Blood Donor Prediction
https://github.com/aljeks/restaurant-booking-decision,Zomato Restaurant Recommender
https://github.com/GermanoC0/course-ml-zoomcamp/tree/main/10-Capstone%20Project,Fraud Prediction Model
https://github.com/razorcd/ml-training/tree/main/capstone-project,Berlin Rent Prediction
https://github.com/sanghvirajit/ML-zoomcamp-capstone-project,Unknown
https://github.com/deepanc/ml-zoomcamp/tree/main/capstone_project,Apparel Image Classification
https://github.com/KenWuqianghao/ML-Zoomcamp-Capstone-Project,Animal vs Doom Classification
https://github.com/jorguerrari/Midterm_Project,Unknown
https://github.com/lagvier/datahack_homeworks/tree/master/movieAnalysis,Movie Rating Prediction
https://github.com/AliAmini7/ml-zoom/tree/main/project%201,Employee Churn Prediction
https://github.com/mikeonak/bank_deposits,Bank Deposit Prediction
https://github.com/roberttflash/ml-zoomcamp/tree/main/MIDTERM_PROJECT_20211023,Credit Risk Prediction
https://github.com/kwangyy/midterm-project,STEM Salary Prediction
https://github.com/JMiguelFernandes/ml_zoomcamp_midterm,Mart Sales Prediction
https://github.com/MSadriAghdam/ML-Zommcamp/tree/main/homework%2007,Customer Clustering Analysis
https://github.com/asarzina/mlbookcamp-homework/tree/main/income-prediction,Unknown
https://github.com/sukritishuk/ML_ZoomCamp_Midterm_Project,Stroke Prediction Model
https://github.com/geoffrey-eisenbarth/ml-course/blob/master/hw/midterm/README.md,Unknown
https://github.com/sekar-p/ml_course/tree/main/Midterm_project,Poisonous Mushroom Classification
https://github.com/maltsevoff/mlzoomcamp-midterm-project,Deposit Subscription Prediction
https://github.com/syntactic/mlbookcamp-code/tree/master/course-zoomcamp/07-midterm-project/midterm,Song Popularity Prediction
https://github.com/JonathanLoscalzo/ml-zoomcamp-2021/tree/main/midterm%20project,Unknown
https://github.com/imam-db/ML-ZoomCamp/tree/master/Midterm,Titanic Survival Prediction
https://github.com/krother/bookcamp_homework/tree/main/week7-midterm,Art Color Prediction
https://github.com/NielKemp/mlzoomcamp/tree/main/MidTerms,Unknown
https://github.com/aenoboa1/Project_MlZoomcamp,Hotel Booking Prediction
https://github.com/BountyHunter1999/Machine-Learning-Zoom-Camp/tree/main/Homeworks/Capstone%20Project,Rain Forecasting Model
https://github.com/ceccode/income-prediction,Predicting Income with ML
https://github.com/ZachJon1/Mid-Term-Project,Book Rating Predictions
https://github.com/amindadgar/MLZoomcamp-MidTerm-Project,Diabetes Prediction Model
https://github.com/sleepypioneer/coffee-quality,Bean Quality Prediction
https://github.com/YasharDS/Hydrocarbon-Flow-Prediction-Model,Unknown
https://github.com/milliewhite/ML-ZoomCamp-Project-1,Data Analysis Report
https://github.com/turansaray/Spain-Electricity-Price-Prediction,Spain's Energy Trends
https://github.com/AudryBarimbane/Mid-term_project,Unknown
https://github.com/razorcd/ml-training/tree/main/project1,High-Income Prediction
https://github.com/mkleshchenok/mlbookcamp-code/tree/master/course-zoomcamp/midterm,Sales Forecast Challenge
https://github.com/carlos9917/ml_project1,Energy Forecasting Options
https://github.com/anuj0721/DataClub-ZoomCamp/tree/main/Zoomcamp%20Project,Unknown
https://github.com/adlirahadyan/Midterm_Project-MLZoomcamp-,Unknown
https://github.com/SleeplessChallenger/Tokyo_Real_Estate_WebApp.git,Django ML Deployment
https://github.com/YuliaS/MLZ_HW/tree/main/HW_06,"Understood, please let me"
https://github.com/gialkady/ml_zoomcamp/tree/Homeworks/Midterm%20Project,Unknown
https://github.com/Nikhil14091997/ML-ZoomCamp/tree/main/Week%20-%207/Bank%20Marketing,Deposit Subscription Prediction
https://github.com/LeilaRanjbar82/ML-zoomcamp-course-homework/tree/main/MidtermProject,Unknown
