project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/VolodymyrBil/MR-zoomcamp,Gradient Boosting Model Deployment,Web Service,"The Dockerfile exposes port 9696 and uses waitress-serve to run a Flask/FastAPI-like application (use_model:app), indicating a web service that serves ML predictions via HTTP API. The README confirms this is for serving the trained model.",AWS
https://github.com/F-U-Njoku/medical-cost-prediction/tree/main,Medical Insurance Cost Analytics Pipeline,Web Service,"The Dockerfile shows a Flask/FastAPI-like application (predict.py) serving a machine learning model via gunicorn on port 8080, indicating a web service deployment for model inference.",AWS
https://github.com/datpro12345/ml_zoomcamp_datatalks/tree/main/week7-midterm-project,Stroke Risk Prediction Pipeline,Web Service,"The repository contains a Flask web service (FinalModelpredict.py) that serves ML predictions via an API, containerized with Docker and using waitress-serve to expose port 5000. This is a classic web service deployment pattern for ML models.",AWS
https://github.com/spencer18001/ml_zoomcamp_project_2024_midterm,2024 Worlds Player Performance Analytics,Web Service,"The Dockerfile exposes port 9696 and uses gunicorn to serve the predict.py module as a web service. The project includes a Dockerfile with ENTRYPOINT [""gunicorn"", ""--bind=0.0.0.0:9696"", ""predict:app""], indicating it's designed to run as a web service API for ML model inference.",Other
https://github.com/ranga4all1/student-dropout-and-success-prediction,Student Success Prediction Pipeline,Web Service,"The repository contains a Flask-based REST API (predict.py) that serves machine learning predictions for student dropout and academic success. The Dockerfile shows it uses Gunicorn to serve the Flask app on port 9696, which is a classic web service deployment pattern for ML models.",Other
https://github.com/LaboraTORIbio/life_expectancy_prediction,Life Expectancy Data Platform,Web Service,The repository contains a Flask API (api.py) with a Dockerfile exposing port 9696 and using gunicorn to serve the application. This indicates a web service deployment for serving ML model predictions via API endpoints.,Other
https://github.com/karinait/credit_card_fraud_predictor.git,Credit Card Fraud Detection Pipeline,Web Service,"The repository contains a Dockerfile that exposes port 5000 and runs a gunicorn server with predict:app, indicating a web service. The predict.py script implements a prediction API using the trained model to serve real-time fraud detection predictions via HTTP endpoints.",AWS
https://github.com/Stayermax/MLzoomcamp_midterm_project,Credit Score Classification Pipeline,Web Service,"The project includes a Dockerfile that runs a FastAPI service (uvicorn prediction_service:app) and requirements.txt contains FastAPI, uvicorn, and streamlit. The code structure shows a prediction service that serves ML models via API endpoints, which is characteristic of a Web Service deployment.",Other
https://github.com/tomtuamnuq/LIAR-Detect-Fake-News-Statement-Classification,Fake News Detection System,Web Service,"The repository contains a Flask application (src/predict.py) that serves ML model predictions via a REST API endpoint (/predict). The project is containerized with Docker and deployed as a web service using AWS ECS Fargate with a Flask/Gunicorn server. The README shows curl commands to test the API, confirming it's a web service deployment.",AWS
https://github.com/PATRICK079/Operation-Mind-Shield.git,Medical Early Detection System,Web Service,"The repository contains a Flask API (alzer_Api.py) with gunicorn server configuration, Dockerfile exposing port 8080, and requirements.txt with Flask dependencies. This is a classic web service deployment pattern for serving ML model predictions via REST API endpoints.",Other
