project_url,project_title,Deployment Type,Reason,Cloud
https://github.com/cdpcre/nyc_housing_regressor_ML_flask_streamlit,New York Real Estate Valuation,Web Service,"The repository contains Flask and Streamlit applications that serve a trained XGBoost ML model for housing price prediction via a web UI and REST API, packaged and orchestrated using Docker and docker-compose.",Other
https://github.com/NewBBBBBB/machine-learning-zoomcamp/tree/b9dfdf0595124e689b65d53559d123b672fe8fbf/07-midterm,High School Grade Prediction,Web Service,"The Dockerfile configures Gunicorn to serve a Python application (`predict:app`) on port 9696, and the README references a Streamlit Cloud demo, indicating a web-based API/dashboard for model inference.",Unknown
https://github.com/manthos/educational-wine-quality-ml,Objective Wine Quality Assessment,Web Service,"The project uses FastAPI and Uvicorn to serve a trained scikit-learn model via a REST API, with explicit endpoints for health checks and predictions as shown in the Dockerfile CMD and README.",Other
https://github.com/albelyaeva/flight-price-prediction,Flight Ticket Price Prediction,Web Service,"The project serves ML predictions via a REST API built with Flask, as indicated by the `flask` dependency, the `EXPOSE 9696` Docker configuration, and the `curl` command targeting a `/predict` endpoint in the README.",Other
https://github.com/wojciech-san/heart-disease-prediction-system,Clinical Health Data Analytics,Web Service,"The project uses FastAPI and Uvicorn to expose a trained Random Forest model via a REST API for real-time predictions, packaged and served as a containerized web application.",Other
https://github.com/minmin-yuan/netflix-churn-prediction,Netflix Customer Churn Prediction,Web Service,"The Dockerfile uses Gunicorn to serve a Flask application (`predict:app`) on an exposed port, which is a standard pattern for deploying an ML inference API as a web service.",Unknown
https://github.com/Arba2021/ML_Dental_Project,Dental Clinical Risk Modeling,Web Service,"The project uses Flask to serve ML predictions via an HTTP API, exposes port 9696, and includes a Dockerfile configured to run a persistent web server with a health check endpoint.",Unknown
https://github.com/pw-101/electricity-consumption,Unknown,Unknown,No files fetched,Unknown
https://github.com/katwre/Solubility,Molecular Solubility Prediction Pipeline,Web Service,"The Dockerfile uses Gunicorn to serve a Python WSGI application (`src.predict:app`) on port 9696, which is a standard pattern for exposing ML model inference via an HTTP API.",Unknown
https://github.com/dannykhant/mlz-employee-churn-prediction,Employee Churn Prediction Pipeline,Web Service,"The Dockerfile explicitly runs a FastAPI application (`serve.py`) on port 8000 to serve the ML model via an HTTP API, and `fastapi[standard]` is listed as a core dependency.",Unknown
https://github.com/Rimsha-Bashir/crop-yield-prediction,Agricultural Environmental Data Pipeline,Web Service,"The project uses Flask and Gunicorn to serve a trained ML model via a REST API for real-time predictions, as explicitly configured in the Dockerfile and documented in the README.",Unknown
https://github.com/AdhamMahgoub2000/purchase-intent-prediction,E-Commerce Purchase Intent Prediction,Web Service,"The project explicitly uses FastAPI and Uvicorn to serve ML predictions via an HTTP API endpoint, as configured in the Dockerfile and documented in the README.",Unknown
https://github.com/rafabuc/mid_term-project.git,Book Metadata Classification Pipeline,Web Service,"The project uses FastAPI and Uvicorn to expose a REST API endpoint (`POST /predict`) for real-time ML inference, containerized with Docker and configured to listen on port 8000.",Other
https://github.com/ayushsingh991399/Midterm_Project_IBM_HR_Analytic_Attrition?tab=readme-ov-file,Unknown,Unknown,No files fetched,Unknown
https://github.com/Nuopel/machine-learning-zoomcamp-nuopel/tree/main/Projects/Midterm,Red French Wine Score Model,Web Service,"The project uses FastAPI and Uvicorn to serve a trained ML model via a REST API, containerized with Docker and deployed as an HTTP endpoint.",Other
https://github.com/dimdimlv/ml_zoomcamp_midterm_project,Website Session Purchase Analytics,Web Service,"The project uses FastAPI and Uvicorn to serve a trained ML model via a REST API, containerized with Docker and orchestrated locally via docker-compose. No batch orchestrators or streaming/message brokers are present.",Other
https://github.com/owaisjunedi/heart-disease-predictor-25,Patient Heart Risk Pipeline,Web Service,"The project uses FastAPI and Uvicorn to serve a trained ML model via a REST API, with the Dockerfile explicitly configured to run a web server on port 8080.",Other
https://github.com/darasiemi/food-preparation-time-prediction-project,Food Preparation Time Prediction,Web Service,"The project uses FastAPI and Uvicorn to serve the ML model via a REST API, with explicit instructions for running, containerizing, and testing the web service endpoint.",AWS
https://github.com/nixonline/mlzc25-maternal-risk-classification/,Clinical Pregnancy Data Classification,Web Service,"The project uses Flask to serve a trained XGBoost model via a web interface/API, exposes port 5000, and is containerized with Docker specifically for web serving.",Other
https://github.com/mlpub/loan-approval-prediction,Loan Approval Prediction Pipeline,Web Service,"The project uses FastAPI and Uvicorn to serve the ML model via an HTTP API, containerized with Docker and exposing port 9696 for inference.",Unknown
https://github.com/wlodi83/ml-zoomcamp-2025/tree/main/midterm-project,Historical Report Execution Forecasting,Web Service,"The Dockerfile exposes port 9696 and uses Gunicorn to serve a Flask application (`predict:app`), which is a standard architecture for exposing ML model inference via a REST API.",Unknown
https://github.com/ilhamksyuriadi/workout-recommendation,Fitness Metrics Workout Pipeline,Web Service,"The project uses Flask to serve ML predictions via an HTTP API, exposes port 5000, and runs predict.py as the container entry point.",Other
https://github.com/theBoringEngineer/classifing_cybersecurity_intrusion_detection---Datatalks_midterm_project,Network Security Data Classification,Web Service,"Uses Flask and Waitress to serve a trained ML model via an API, containerized with Docker and exposed on port 9696 for inference.",Other
https://github.com/azda/ml-zoomcamp-2025-midterm-project,Heart Disease Prediction Model,Web Service,"The project uses Flask to serve a trained ML model via an HTTP API, evidenced by the Flask dependency in pyproject.toml and the Dockerfile exposing port 8080 to run app.py.",Other
